ID,order_key,part_supply_ID,line_number,quantity,extended_price,discount,tax,return_flag,line_status,ship_date,commitment_date,receipt_date,ship_instructions,ship_mode,comments
180,882,91,4,10,80.08,0.29,3.19,N,Shipped,2023-08-22,2023-10-10,2023-02-23,Way place especially each.,Sea,Responsibility plant degree resource.
181,387,149,3,4,51.2,0.25,7.53,Y,Shipped,2024-01-21,2024-01-05,2023-09-15,System deep lead score several.,Sea,Size about voice step.
182,185,121,1,4,56.14,0.41,7.04,Y,Pending,2023-05-13,2023-07-14,2023-12-07,From health individual outside condition college cost.,Sea,Animal summer necessary west customer.
183,110,30,5,10,29.63,0.27,9.6,Y,Shipped,2023-04-03,2023-12-11,2023-07-23,Your mind treatment ready home wear out.,Land,Newspaper could crime plan institution.
184,561,29,3,4,91.81,0.15,3.23,Y,Pending,2023-08-27,2023-07-06,2023-08-04,Million western training glass past between owner.,Air,Change floor model pretty.
185,644,118,2,8,71.94,0.43,1.68,N,Pending,2023-07-06,2023-05-11,2023-07-21,Artist hour meet local husband finish time.,Air,With teach born others face.
186,839,123,1,1,39.98,0.49,8.25,N,Pending,2023-07-22,2023-11-11,2023-12-17,Hundred water it yeah someone thus.,Air,Follow news improve little.
187,395,166,1,4,76.79,0.21,1.15,N,Pending,2023-03-19,2023-06-01,2023-05-11,Value population challenge suffer today music result.,Land,Likely former board according.
188,823,167,2,2,95.69,0.08,2.06,N,Shipped,2023-08-07,2023-12-14,2023-05-26,Rich walk partner tonight.,Sea,Wear change more now than.
189,557,68,5,3,33.25,0.05,8.86,Y,Pending,2023-06-18,2023-08-18,2023-04-26,Because vote base attack major tend ball new.,Land,Painting song agreement ball indicate stand national.
190,336,184,4,5,39.99,0.3,7.41,N,Shipped,2024-01-12,2023-08-16,2023-04-07,Understand total analysis goal bar degree war tree.,Air,Raise person father think.
191,273,146,5,2,62.98,0.17,2.81,Y,Shipped,2023-09-02,2023-07-20,2023-08-03,Knowledge health common education both.,Land,Sit billion above see here woman floor toward.
192,8,198,1,4,31.31,0.13,4.62,Y,Pending,2023-06-02,2023-03-02,2023-09-13,Purpose include fine along Republican.,Air,Recent even cost take skin impact part.
193,88,176,1,9,17.32,0.5,4.56,N,Shipped,2023-10-03,2023-09-03,2023-07-16,Agreement event none fast.,Land,Today political arm focus road mind.
194,828,147,1,1,37.93,0.39,4.55,N,Pending,2023-03-02,2023-06-04,2023-02-15,Industry partner mouth seek character science your.,Air,Democratic test carry movement fall.
195,968,122,4,10,57.33,0.44,4.35,N,Shipped,2023-11-06,2023-08-31,2023-05-14,Campaign reduce tell authority rest.,Land,Especially car gun.
196,708,118,2,10,36.74,0.19,5.58,Y,Pending,2023-11-13,2023-05-25,2023-09-11,City fire actually support.,Land,Usually ok attorney way these growth.
197,670,91,5,7,52.38,0.31,1.49,Y,Shipped,2023-06-13,2023-12-16,2023-11-14,Price movie whose seek week improve capital sport.,Land,Strategy task simple need.
198,547,28,5,10,67.95,0.21,6.48,N,Pending,2023-10-30,2023-06-10,2023-09-02,Effect painting activity why.,Sea,Agreement girl process these fly.
199,864,10,3,5,20.6,0.46,5.39,N,Shipped,2024-02-03,2023-05-31,2023-06-26,Agent grow result and.,Land,Reduce personal then involve foreign they.
200,649,89,4,8,83.06,0.05,4.33,N,Shipped,2023-05-28,2023-12-17,2023-08-04,Impact most west us.,Land,Leader child nation drive question on.
201,20,11,3,3,29.25,0.12,8.03,N,Pending,2023-04-09,2023-02-15,2024-01-06,Finally reduce mean.,Land,Film full nature support subject college space.
202,863,167,4,4,72.18,0.13,5.57,Y,Shipped,2023-11-22,2023-03-06,2023-08-28,Than which challenge especially study.,Sea,Against mean far century.
203,954,92,5,6,55.04,0.3,6.03,Y,Pending,2023-12-11,2023-12-22,2023-06-11,Four need catch my enter.,Sea,Direction off front speak under friend.
204,64,32,5,5,79.84,0.31,2.91,N,Pending,2024-02-13,2023-03-16,2023-05-08,Skin could sport major any right everyone eye.,Air,Discuss network loss receive.
205,494,144,2,6,88.64,0.23,3.09,N,Pending,2023-12-29,2023-04-24,2023-04-24,Size news third white walk ball myself.,Land,Leg century always.
206,260,54,1,6,43.05,0.41,7.82,N,Pending,2023-10-18,2023-08-20,2023-12-29,Hard soldier offer decade cup evidence.,Land,Reveal responsibility opportunity and.
207,201,132,5,1,46.06,0.25,5.1,Y,Pending,2023-08-10,2023-05-08,2023-05-27,Painting system four treat community.,Sea,Serve do strong part politics speak.
208,17,103,1,7,23.77,0.01,8.5,Y,Shipped,2023-06-08,2023-10-13,2023-11-04,Indeed out after best.,Land,Her none picture.
209,953,63,3,4,17.41,0.46,3.67,Y,Shipped,2023-11-03,2023-12-25,2023-03-21,Cover term hard arrive successful.,Land,Think back step generation her voice.
210,645,121,5,2,70.15,0.35,9.5,N,Shipped,2023-07-10,2023-03-05,2023-05-01,Big around fire us list final.,Air,Clearly enter common itself fill local arrive.
211,395,132,5,2,53.03,0.36,3.21,N,Pending,2023-03-20,2023-11-28,2023-05-11,Reality outside director court study offer carry.,Land,Letter man research change challenge eight.
212,460,127,4,5,45.06,0.29,6.87,N,Shipped,2023-06-05,2023-05-28,2023-10-26,Social right executive fact much.,Land,Fast already yard hard.
213,586,178,3,10,94.84,0.21,7.06,N,Pending,2023-07-07,2023-11-12,2023-10-14,Ten out free whatever run.,Sea,Letter decision side election.
214,670,3,3,9,33.65,0.47,8.16,Y,Pending,2023-04-23,2023-12-15,2023-07-24,Director environment know feeling its to.,Air,Remember scientist parent personal glass wall drop.
215,597,6,2,2,79.02,0.01,7.75,N,Pending,2023-12-07,2023-10-07,2023-06-25,Message later now gun its evening magazine.,Sea,Politics talk husband structure case positive whatever.
216,195,187,3,8,92.38,0.23,3.59,Y,Pending,2023-03-16,2023-08-16,2023-11-23,Quite talk option despite radio consumer response story.,Sea,Why or themselves television safe wife how positive.
217,536,25,4,8,76.9,0.27,1.74,N,Shipped,2023-05-02,2023-06-13,2023-02-13,Item body task gas campaign office something and.,Air,Kitchen week individual bar race.
218,579,84,4,10,61.54,0.34,9.12,Y,Pending,2023-06-06,2023-10-25,2024-01-14,Every almost wife knowledge Republican among per.,Sea,Growth table degree movie.
219,215,127,3,10,12.71,0.12,4.93,N,Pending,2023-11-28,2023-07-31,2023-05-18,Allow available again benefit visit close light.,Sea,Wear success organization really either.
220,171,93,5,2,34.17,0.22,5.11,N,Shipped,2023-07-06,2023-12-05,2023-04-15,Thus company any in knowledge.,Land,Center thus fast whom.
221,109,46,5,6,40.1,0.02,8.06,Y,Pending,2023-05-29,2023-09-25,2023-07-26,Although set best may.,Sea,Relationship cost scientist deep no.
222,866,166,2,10,68.68,0.27,4.13,N,Pending,2023-12-05,2023-11-23,2023-09-09,Manager personal card carry ago.,Air,Girl environment expert sell positive maintain year will.
223,668,30,3,4,90.13,0.15,1.23,N,Shipped,2023-06-29,2023-05-02,2023-10-10,Process large two fill specific.,Sea,Win out walk commercial wind summer find.
224,919,113,3,1,27.73,0.09,1.2,N,Shipped,2023-03-23,2023-05-17,2023-06-10,Black technology character cup.,Sea,Condition fear hotel laugh bank laugh.
225,504,122,5,8,12.78,0.29,5.67,N,Shipped,2023-12-16,2023-08-24,2023-12-18,Week simple specific.,Sea,Window actually describe reflect even through.
226,981,188,5,3,97.83,0.11,5.6,Y,Shipped,2023-04-11,2023-05-07,2023-10-07,Take none discover use house.,Land,Worker open his brother.
227,395,44,4,7,17.27,0.14,1.37,N,Pending,2023-12-23,2023-05-21,2023-03-13,Activity some personal green seem amount wonder month.,Land,Thousand exactly trade crime make for.
228,673,64,5,3,81.99,0.08,2.13,N,Pending,2023-06-02,2023-06-03,2023-08-04,Anyone street data when dinner bad.,Land,Citizen test sound deal.
229,920,19,5,3,24.82,0.14,5.94,Y,Pending,2023-11-22,2023-05-31,2023-10-09,Actually character bed only his.,Land,Less onto by number summer account season.
230,740,170,1,2,43.04,0.31,2.47,Y,Shipped,2023-02-24,2023-06-21,2024-02-07,Dog not before their.,Sea,Significant success throw benefit try family fight.
231,581,87,3,5,85.46,0.06,9.58,N,Shipped,2023-08-29,2023-04-22,2023-05-09,Performance defense common peace sure positive.,Land,Project attention development walk just interesting.
232,495,104,3,4,87.74,0.49,3.69,N,Pending,2023-04-30,2023-09-17,2023-03-07,Ten big future.,Sea,Here line top hear yard.
233,874,122,5,8,23.58,0.45,1.69,N,Shipped,2023-09-17,2023-11-28,2023-12-22,Issue plan technology attorney pressure choose foreign.,Sea,Technology sister environment believe PM cover.
234,836,129,4,7,57.22,0.14,1.43,N,Shipped,2023-06-25,2024-02-11,2023-05-31,So concern how wonder entire evening western admit.,Air,Present simple control animal article organization.
235,988,152,4,5,23.73,0.25,7.54,Y,Pending,2023-08-29,2023-06-05,2023-11-12,Whose including write site really manager.,Sea,Agree paper yet more production.
236,121,5,5,5,73.48,0.12,3.81,Y,Pending,2023-04-13,2023-12-03,2023-12-07,Pay those save quality poor management thought decide.,Land,Speech much seat cup parent water plant its.
237,323,160,5,6,92.27,0.35,8.81,N,Pending,2023-12-15,2023-10-19,2023-07-25,Strategy low reason enjoy at brother heavy artist.,Air,All standard sit collection response something.
238,576,5,5,3,35.17,0.36,9.18,Y,Pending,2023-03-16,2023-10-17,2024-01-18,Guy morning world one score half open drug.,Sea,Year himself gun role.
239,924,33,1,5,28.4,0.3,8.4,Y,Shipped,2023-12-27,2024-02-03,2023-11-13,Never black loss century air foot.,Air,Some professor example dog easy this.
240,284,110,3,3,82.43,0.24,4.64,Y,Pending,2023-12-07,2023-10-28,2023-11-08,Here available try box cup worry book.,Air,Understand field third yard mean.
241,394,179,5,7,19.43,0.1,7.99,N,Shipped,2023-07-18,2023-03-25,2023-02-25,Government PM impact debate member part.,Air,Dark may issue year stock.
242,21,13,2,1,16.68,0.47,7.05,Y,Shipped,2023-11-13,2024-01-04,2023-04-21,Look soon increase participant agent.,Land,Night building agreement.
243,238,7,2,5,67.98,0.48,1.57,Y,Pending,2024-01-31,2023-04-12,2024-01-06,Middle security citizen affect decade.,Sea,Training phone deep book.
244,715,31,3,5,52.71,0.32,8.85,N,Pending,2023-03-08,2023-03-01,2023-07-03,Believe seven director eight.,Land,Because year someone Mr data.
245,575,5,4,5,13.21,0.36,2.58,N,Shipped,2024-01-19,2023-11-11,2023-11-25,Receive bank force budget.,Air,Opportunity serve spend rather between finish from.
246,184,8,3,1,26.16,0.12,8.52,N,Pending,2024-02-07,2024-01-27,2023-11-28,Above without Mr though huge organization bank.,Sea,Prepare read society task save maybe loss.
247,638,97,1,1,57.86,0.45,7.59,Y,Shipped,2023-06-05,2023-07-14,2023-09-16,Fine everyone somebody soon word good manage give.,Sea,Threat various woman.
248,494,3,4,8,38.23,0.09,7.41,N,Shipped,2023-03-15,2024-01-17,2023-08-22,Without from range arm product.,Sea,Big shoulder hear skin simple.
249,833,106,3,5,33.57,0.02,8.44,N,Pending,2023-07-23,2023-12-14,2023-02-15,Attention billion position short benefit walk bit hospital.,Sea,Ever three increase beyond.
250,43,41,1,3,78.46,0.04,3.26,N,Pending,2023-12-02,2023-07-08,2023-03-21,Administration officer street phone the authority cause true.,Land,Idea field scientist.
251,275,195,5,2,96.89,0.48,7.85,N,Pending,2023-06-13,2023-10-29,2023-12-21,Seem all maybe.,Land,Bag reach method contain professor cut.
252,211,18,5,10,43.32,0.2,1.68,N,Pending,2023-07-24,2023-12-26,2023-07-02,Fish by return write.,Air,Name skill assume since conference east.
253,436,12,5,5,37.92,0.25,4.04,N,Pending,2023-06-21,2023-06-13,2024-01-11,Suggest system such.,Land,Ground pressure music lose lead personal knowledge.
254,726,87,3,7,24.31,0.49,3.16,N,Shipped,2023-12-17,2023-07-06,2023-03-21,Cost medical north.,Air,Line let discuss require.
255,894,149,3,4,32.88,0.17,7.2,N,Pending,2023-12-16,2023-07-31,2023-09-09,Sort dinner art name machine TV end.,Land,Heavy church light least hair anyone.
256,875,31,5,5,86.26,0.32,6.37,Y,Pending,2023-11-14,2023-08-31,2023-11-22,Author five pick moment play.,Sea,Beyond feel close pass minute.
257,971,102,2,10,34.49,0.13,2.82,Y,Shipped,2023-06-01,2023-06-28,2023-09-13,At card room thus go amount.,Air,Reach on level ball leg key federal clearly.
258,399,94,1,1,33.05,0.03,7.24,Y,Pending,2023-04-12,2023-02-15,2023-08-23,Attack voice allow purpose plan figure begin.,Land,Goal cut old exist production hour.
259,264,109,3,3,11.99,0.41,8.22,N,Shipped,2023-10-27,2024-01-02,2023-08-25,Pretty training although next whom.,Sea,Carry wife walk hope wish us.
260,574,125,4,7,17.53,0.35,7.56,Y,Pending,2023-12-07,2023-09-28,2023-10-06,Amount mean account turn either.,Land,Life three PM that understand piece education could.
261,803,23,4,7,70.61,0.39,5.4,Y,Pending,2023-11-27,2023-08-27,2023-11-27,Shake officer weight I business.,Land,Trade available represent plant go.
262,99,106,1,7,92.39,0.14,6.83,Y,Shipped,2023-05-24,2023-06-23,2023-02-21,Skin respond walk in nice.,Land,Add help police but far audience bring.
263,913,167,1,3,66.82,0.47,6.88,Y,Shipped,2023-04-25,2023-07-03,2023-09-17,Partner yet water grow laugh.,Land,Wish concern officer international Congress team.
264,886,168,3,9,41.89,0.11,4.01,Y,Shipped,2023-09-11,2023-10-16,2023-07-01,Game government finally smile statement.,Sea,Evidence employee art.
265,833,199,2,1,54.86,0.29,5.55,N,Pending,2023-02-13,2023-11-08,2023-11-16,Possible sign administration traditional reflect impact degree individual.,Sea,Most walk unit enjoy be article.
266,814,64,4,8,73.48,0.1,9.43,Y,Pending,2023-08-02,2023-09-10,2023-12-30,Area shake their true ground western hear.,Land,Rich yeah detail young single stuff.
267,618,163,4,1,71.23,0.2,2.52,N,Pending,2023-12-26,2023-11-30,2023-05-11,Increase rate statement speak.,Air,Name analysis add suffer.
268,694,6,4,4,63.01,0.19,2.98,N,Pending,2023-10-24,2023-02-22,2023-10-10,Eight owner north rest ok student organization fall.,Sea,Use organization court why.
269,544,171,4,10,83.54,0.39,1.3,N,Pending,2023-03-09,2023-06-07,2023-07-23,Term blood memory think give.,Land,Heavy knowledge clear.
270,978,171,4,4,60.05,0.11,4.56,Y,Pending,2023-09-17,2023-08-17,2023-09-07,Citizen film teacher individual remember everybody skill.,Land,Evidence student check them forward.
271,488,34,1,3,84.29,0.37,3.96,Y,Pending,2024-01-21,2023-07-05,2024-02-13,Rich join perform.,Land,Policy others current pressure medical letter.
272,222,120,4,2,99.52,0.4,8.15,N,Shipped,2023-06-13,2024-01-26,2023-05-26,Financial word do live always inside.,Air,Capital right identify message control any.
273,715,169,5,8,25.97,0.39,3.96,N,Pending,2023-03-29,2023-09-06,2023-07-29,Career step growth education rest.,Air,Example consumer set fine card.
274,93,90,3,2,70.97,0.08,5.31,Y,Pending,2023-02-21,2023-08-20,2023-09-01,Card above customer.,Air,Brother expert source way wrong hard read.
275,483,39,3,6,49.14,0.17,5.51,N,Pending,2023-11-24,2023-11-17,2023-09-09,Whose staff argue animal people.,Sea,Form fund Democrat.
276,621,12,5,5,58.35,0.43,1.03,N,Pending,2023-11-06,2023-10-12,2023-12-26,Defense everybody design follow according.,Sea,Care little decide.
277,179,35,1,8,41.67,0.35,4.17,Y,Pending,2023-08-19,2023-03-03,2023-11-26,Him put answer happy fall else.,Sea,Guess for religious certain standard every.
278,308,93,4,2,36.99,0.41,4.23,N,Shipped,2023-05-02,2023-07-29,2023-11-24,Film they authority season.,Air,Call expect agree.
279,619,14,3,4,13.4,0.12,9.01,N,Pending,2023-04-22,2023-07-06,2023-11-03,Child bit executive ground identify environment.,Sea,Citizen buy hotel something.
280,575,115,5,4,86.18,0.26,1.74,Y,Shipped,2023-12-16,2023-08-20,2023-07-03,Mr garden war health there.,Air,Meet think some expert reduce say.
281,928,56,1,10,19.71,0.3,1.68,N,Pending,2023-11-13,2023-05-28,2023-05-09,Future position form season marriage something though.,Sea,Include list machine help.
282,996,69,3,5,79.66,0.13,1.01,Y,Pending,2023-06-09,2023-10-23,2024-01-31,Deal else cup gas reach maybe we.,Sea,Wonder assume land.
283,317,119,3,2,92.16,0.03,9.72,N,Shipped,2023-07-31,2023-06-19,2023-04-07,Man reduce into claim wife future.,Air,Beyond mean white article animal.
284,356,168,5,6,54.91,0.01,8.84,N,Pending,2024-02-04,2023-07-06,2023-09-22,Fast forward happy vote.,Land,Mrs discuss product whatever sign test.
285,185,140,4,7,85.7,0.03,4.02,N,Shipped,2023-08-23,2023-08-27,2024-02-13,Word design draw build science fill company.,Sea,Top data statement image certain or.
286,444,62,1,6,45.92,0.4,8.69,Y,Pending,2023-08-16,2023-03-23,2023-07-21,Old high little open ability hear police price.,Sea,Drug determine adult.
287,697,72,3,3,19.74,0.23,8.96,N,Pending,2023-12-30,2023-03-23,2023-08-29,Baby condition middle cut building.,Sea,Suddenly clear professor.
288,756,37,4,8,82.98,0.03,1.24,Y,Shipped,2024-02-02,2023-10-08,2024-02-12,Father education because.,Land,Lot drop whose require role.
289,209,37,4,1,80.18,0.34,2.58,N,Pending,2023-03-05,2023-09-08,2023-08-08,Major young someone down maintain.,Air,Thus trouble off plant weight prepare purpose.
290,760,106,1,8,44.98,0.02,3.8,N,Shipped,2023-07-21,2023-07-26,2023-06-30,Keep up crime nation standard its piece.,Land,Would manager soon mission.
291,571,96,5,9,79.74,0.29,4.71,Y,Shipped,2023-03-15,2024-01-19,2023-06-23,Church lot former current dream before word.,Air,Because police power happen third and.
292,135,135,4,8,40.18,0.03,2.07,N,Pending,2023-03-04,2023-09-20,2023-07-04,Probably west beyond son.,Land,Practice clear article boy.
293,993,85,2,6,65.63,0.14,1.66,Y,Shipped,2023-07-29,2023-11-25,2023-10-03,Decision cell particular require toward off.,Land,Congress subject computer.
294,552,145,2,9,67.93,0.38,9.03,N,Shipped,2024-01-26,2023-07-28,2023-07-01,Pm drop old language character.,Air,Contain information probably kitchen street him race true.
295,623,92,3,3,28.75,0.33,2.34,N,Shipped,2023-03-30,2023-06-29,2023-04-29,Commercial many old brother ever activity.,Sea,Value miss magazine last budget section son.
